guid	text_a	most-value	in-decrease	speci	cmp	more-less	trend
4830-1	该图为我国三个流域水灾受灾比受水灾的县域个数与总县域个数的比值多年平均的月变化图”。问题。当黄河流域水灾受灾比出现峰值时：	1	0	0	0	0	0
4900-0	该图表示沿115°E经线春雨占全年降水的比重，问题。下列地区春雨比例最大的是	1	0	0	0	0	0
5000-0	中四条折线示意中国全世界发展中国家和发达国家的城市化水平及其变化趋势。完成问题。图中代表中国城市进程的折线是	0	1	0	0	1	0
5046-0	图3为我国某省人口出生率死亡率和自然增长率变化图。完成6-8题。出生率死亡率和自然增长率对应曲线依次为	0	0	0	1	0	0
5046-1	图3为我国某省人口出生率死亡率和自然增长率变化图。完成6-8题。关于该省人口变化的叙述，正确的是	0	1	0	1	0	1
5050-0	浙江省富阳市1955-2010年年平均气温变化示意图，据此18题。富阳市55年间，年平均气温变化特点是	0	0	0	0	0	1
5083-0	该表是XY地全年降水量实际蒸发量和可能蒸发量各月数据表，完成8-9题。Y地气候类型，最可能是	0	0	0	0	1	0
5083-1	该表是XY地全年降水量实际蒸发量和可能蒸发量各月数据表，完成8-9题。X地最可能分布在	0	0	0	1	0	0
5107-0	该图是北半球海洋热量收支分布曲线图。24-25题。关于海洋热量收入与支出的叙述，正确的是	0	0	0	0	1	0
5134-0	清洁能源是指不排放污染物的能源。图2为2007-2010年中国电力各细分行业发电量占比图表。据此3-4题。图可以看出，从2007年开始至2010年，关于中国电力各细分行业发电量占比叙述不正确的是	0	1	0	1	0	0
5153-0	作为一种清洁能源，风能的开发越来越受到人们的关注。陆地与海上风速统计图完成第7题。有关海上和陆地风速叙述正确的是	0	0	0	1	0	0
5168-0	表2是日本株式会社久保田是日本最大的农机制造商，在我国成立了多家农机生产销售和服务企业。表2是久保田农机信息吧统计的2010年我国部分地区小麦的收割时间。读后完成18-22题。四地小麦收割时间不同的主要影响因素是	0	0	0	1	0	0
5200-0	1-1某河流量过程线示意图”(该河以降水补给为主)，1-2题。该河流所在位置大致位于	0	0	0	0	1	0
5265-0	我国①、②两地某日日出日落时间表，3-4题。①地位于②地的	0	0	0	1	0	0
5270-0	表为世界中国印度德国人口年龄构成和抚养比2008年统计表。据此完成3-4题。①代表的是	1	0	0	1	0	0
5270-1	表为世界中国印度德国人口年龄构成和抚养比2008年统计表。据此完成3-4题。②国抚养比低的原因是	1	0	0	0	1	0
5359-0	国务院新闻办公室于2010年9月10日发表了中国的人力资源状况白皮书。图为中国的人力资源状况白皮书公布的我国2000-2009年就业人员从事产业的比例变化趋势图。，33-34题。下列叙述正确的是	0	0	0	1	0	0
5359-1	国务院新闻办公室于2010年9月10日发表了中国的人力资源状况白皮书。图为中国的人力资源状况白皮书公布的我国2000-2009年就业人员从事产业的比例变化趋势图。，33-34题。下列关于导致我国第一产业就业人员比例变化原因的叙述，正确的是	0	1	0	0	0	0
5373-0	区位基尼系数越大，产业集聚程度越高。中国6个典型制造业区位基尼系数表，25题。从表中可以看出，产业集聚程度较高的行业有	0	0	0	0	1	0
5385-0	图3为我国东南沿海某南北走向山脉东西坡两个风塔所测风速随高度变化图。，第5题。由图可判断出	0	1	0	1	0	0
5393-0	图9为冀晋鲁豫苏皖平均最长连续无降水日数历年变化图。据此15-16题。1989年，该地区下列现象不可信的是	0	0	1	0	0	0
5486-0	下为每冶炼一吨钢所需煤铁变化示意图，下列各题。1800年的钢铁工业	0	0	1	0	0	0
5563-0	我国不同地区2000年粮食生产效率表。下列各题。表中所示生产成本中劳动费用最高的是	1	0	0	0	0	0
5563-1	我国不同地区2000年粮食生产效率表。下列各题。与其他地区相比，东南省份最具优势的农业生产条件是	1	0	0	0	0	0
5579-0	马斯达尔位于西亚国家阿联酋的首都阿布扎比约24°N，54°E的郊外，是世界上第一座实现二氧化碳零排放的城市。表1为马斯达尔1977-2007年的气候资料。据此下列各题。下列关于马斯达尔气候的说法正确的是	0	0	0	0	1	0
5637-0	三江平原地区土地利用结构变化表单位：﹪），下列各题。三江平原地区土地利用结构变化对环境影响的叙述，正确的是	0	1	0	0	0	0
5683-0	2010年12月31日，中国颁布稀土出口配额制度，世界稀土产业将形成新的格局。2009年部分国家和地区稀土储量产量和消费量占世界百分比统计表。完成下列各题。我国稀土资源储量从20世纪70年代占世界总量的74%，到2009年仅占36%，其主要原因是	1	0	0	0	0	0
5685-0	某市三大产业和生产总值表下列各题。结合上表，下列说法正确的是	0	1	0	0	0	0
5850-0	，：2001-2007年江苏人口	0	0	0	0	0	1
5854-0	，完成：年太阳总辐射量③地小于①地的主要原因是	0	0	0	1	0	0
5990-0	图为城市边缘区植被生长期变化坐标图，下题形成四城市边缘区植被生长期分布规律的原因，可能是	0	0	0	0	0	1
5990-1	图为城市边缘区植被生长期变化坐标图，下题四城市边缘区植被生长期的差异，体现了	0	0	0	1	0	0
6082-0	某企业打算在广东省开办一间生产工厂，他们在不同地区进行了选址考察，制作了一张各地区生产成本比较表。分析并完成下列各题该企业厂址应选择	1	0	0	1	0	0
6082-1	某企业打算在广东省开办一间生产工厂，他们在不同地区进行了选址考察，制作了一张各地区生产成本比较表。分析并完成下列各题该企业属于	0	0	0	1	0	0
6083-0	2001-2007各年度江苏人口增长情况图"，下列各题。2004-2006年，江苏省人口增长速度明显加快，其主要原因是	0	1	0	0	0	0
6102-0	下表中所列的是一年中甲乙丙丁四地的昼长差即一年中昼长最大值-昼长最小值)。根据的数据1-2题。四地所处的纬度从高到低的排列顺序是	0	0	0	1	0	0
6134-0	我国与全球同纬度太阳辐射总量对比图”。完成1-2题。图示我国不同地区年太阳辐射总量差异最大的地区在	0	0	0	1	0	0
6136-0	为我国北方某地气候资料图，并完成第20-21题。图示区域的降水类型，应为	0	0	0	0	1	0
6136-1	为我国北方某地气候资料图，并完成第20-21题。图示区域2002年与1999-2002年平均相比	0	0	0	1	0	1
6166-0	图8是我国人口增长走势及预测图。，完成13-14题。关于图中a．．b．．c三条曲线正确的是	0	0	0	1	0	0
6182-0	工业化率是工业增加值占全部生产总值的比重，城市化率为城镇常住人口占总人口的比重。图16是中国和日本的工业化率与城市化率变化曲线，35题。下列对应关系正确的是	0	1	0	1	0	0
6231-0	，结合所学知识问题。正确反映我国城市化水平变化的曲线是	0	0	0	1	0	0
6231-1	，结合所学知识问题。在图示期间，与美国相比，我国	0	0	0	1	0	0
6256-0	1 昆明市2001年至2005年距市中心不同距离的平均地价表单位：元m完成11题。1昆明市2001年至2005年距市中心不同距离的平均地价表单位：元m2完成11题。11.关于昆明市不同用地类型及平均地价的叙述，正确的是	0	1	0	1	0	0
6288-0	某地区人口年龄结构示意图，图中abc分别表示1930年1970年20年的人口年龄结构状况。1-2题。从图中反映出人口变化趋势的一个突出特征是	0	0	0	1	0	0
6323-0	西太平洋副热带高压脊线位置的年际变化与东部地区降水的变化密切相关，我国锋面带的位置大约在副热带高压脊线以北约5°C-8°C图1为近几十年来7-8月西太洋副热带高压脊线所在纬度位置波动示意图，1-2题。1989年7-8月份，我国华北地区和长江流域的降水情况是	0	0	1	0	0	0
6324-0	北京市2009年城市建设土地供应计划表表1）。1-2题。该项供地结构，最有利于	0	0	0	0	1	0
6354-0	为江苏省三大产业产值比重与城市人口比重的变化图”。同答5-6题。图中曲线标注的序号与文字说明对应正确的是	0	1	0	0	0	0
6354-1	为江苏省三大产业产值比重与城市人口比重的变化图”。同答5-6题。图中曲线反映了	0	1	0	0	0	0
8596-0	四个农业区在同一年度中的粮食生产统计表，完成下面小题。甲乙两农业区共同的区位条件及其生产特征是	1	0	0	0	0	0
8616-0	绿色出行新理念已为我国许多城市市民所接受。为1986-2015年某城市市民主要出行方式变化图”。下面小题。新理念对市民出行方式产生明显影响的年份开始于	0	1	0	0	0	1
8647-0	为我国长江三角洲南端某城市历年平均太阳总辐射逐月变化柱状图以下问题。如图所示，平均太阳总辐射最大的季节是	0	0	0	0	1	0
8647-1	为我国长江三角洲南端某城市历年平均太阳总辐射逐月变化柱状图以下问题。该地正午太阳高度最大月份却不是平均太阳总辐射最大的月份，原因是	1	0	0	0	0	0
8651-0	为1850-2050年中国英国和美国三国城市化进程示意图含预测)，完成下列各题。图中	0	0	0	1	1	0
8651-1	为1850-2050年中国英国和美国三国城市化进程示意图含预测)，完成下列各题。2030年与2000年相比，三国城市化带来的主要变化有	0	1	0	0	0	0
8686-0	为我国城乡人口比重变化图来源：国家统计局），完成下列各题。城乡人口比重基本持平的年份是	0	0	0	1	0	0
8686-1	为我国城乡人口比重变化图来源：国家统计局），完成下列各题。影响乡村和城镇人口比重变化的主要因素是	0	1	0	0	0	0
8698-0	图7是城市热岛强度日变化示意图”,完成问题。图中有关城市热岛强度的信息反映正确的是①晴天日平均值约1.7℃,最大值约3.7℃②阴天日平均值约0.9℃,最大值约2.4℃③热岛强度与天气形势有关云量少风速小热岛效应微弱④晴天时热岛效应显著	0	0	0	1	0	0
8704-0	2010年和2016年的中国大陆人口统计数据。，完成下列问题与2010年相比，2016年人口年龄结构变化导致	0	1	0	1	0	0
8724-0	1800-2000年世界城市化水平图结合所学知识，完成问题。由图可知	0	1	0	1	0	0
8746-0	下面是某地夏至日6月22日太阳高度变化曲线图，回答题。该地的经纬度是	1	0	1	0	0	0
8756-0	是我国某地一河流流量与含沙量逐月分布图完成。该河流春汛的主要补给是	1	0	0	0	1	0
8756-1	是我国某地一河流流量与含沙量逐月分布图完成。该河流主要分布在	0	0	0	0	1	0
8757-0	是杭州市观测点不同时段地铁运输人数变化曲线图，据此下面小题。该观测点可能位于下列哪个功能区	0	0	0	0	1	0
8757-1	是杭州市观测点不同时段地铁运输人数变化曲线图，据此下面小题。目前，一般城市选择远郊建造公租房经济适用房，影响决策的主导因素是	0	0	0	0	1	0
8781-0	图为某国工业化城市化进程比较图，下列问题。关于该国工业化城市化进程特点的叙述，正确的是	0	1	0	0	0	1
8782-0	为某地区山顶与河谷盆地降水量日变化曲线图下列各题。图中不能显示的降水规律是	0	0	0	0	1	0
